onet_code,occupation,human_beta,job_zone,employment_2024,employment_growth_pct,openings_annual,gpt_percentile,gpt_high,openings_rank,growth_rank,labor_market_score,valid_routes,good_transitions,transition_score,usable_for_model,target_label,ability_Arm-Hand Steadiness,ability_Auditory Attention,ability_Category Flexibility,ability_Control Precision,ability_Deductive Reasoning,ability_Depth Perception,ability_Dynamic Flexibility,ability_Dynamic Strength,ability_Explosive Strength,ability_Extent Flexibility,ability_Far Vision,ability_Finger Dexterity,ability_Flexibility of Closure,ability_Fluency of Ideas,ability_Glare Sensitivity,ability_Gross Body Coordination,ability_Gross Body Equilibrium,ability_Hearing Sensitivity,ability_Inductive Reasoning,ability_Information Ordering,ability_Manual Dexterity,ability_Mathematical Reasoning,ability_Memorization,ability_Multilimb Coordination,ability_Near Vision,ability_Night Vision,ability_Number Facility,ability_Oral Comprehension,ability_Oral Expression,ability_Originality,ability_Perceptual Speed,ability_Peripheral Vision,ability_Problem Sensitivity,ability_Rate Control,ability_Reaction Time,ability_Response Orientation,ability_Selective Attention,ability_Sound Localization,ability_Spatial Orientation,ability_Speech Clarity,ability_Speech Recognition,ability_Speed of Closure,ability_Speed of Limb Movement,ability_Stamina,ability_Static Strength,ability_Time Sharing,ability_Trunk Strength,ability_Visual Color Discrimination,ability_Visualization,ability_Wrist-Finger Speed,ability_Written Comprehension,ability_Written Expression,style_Achievement Orientation,style_Adaptability,style_Attention to Detail,style_Cautiousness,style_Cooperation,style_Dependability,style_Empathy,style_Humility,style_Initiative,style_Innovation,style_Integrity,style_Intellectual Curiosity,style_Leadership Orientation,style_Optimism,style_Perseverance,style_Self-Confidence,style_Self-Control,style_Sincerity,style_Social Orientation,style_Stress Tolerance,style_Tolerance for Ambiguity,context_Contact With Others,context_Face-to-Face Discussions with Individuals and Within Teams,context_Freedom to Make Decisions,context_Importance of Being Exact or Accurate,context_Physical Proximity,context_Spend Time Making Repetitive Motions,context_Time Pressure,transferable_Complex Problem Solving,transferable_Coordination,transferable_Equipment Maintenance,transferable_Equipment Selection,transferable_Installation,transferable_Instructing,transferable_Judgment and Decision Making,transferable_Management of Financial Resources,transferable_Management of Material Resources,transferable_Management of Personnel Resources,transferable_Negotiation,transferable_Operation and Control,transferable_Operations Analysis,transferable_Operations Monitoring,transferable_Persuasion,transferable_Programming,transferable_Quality Control Analysis,transferable_Repairing,transferable_Service Orientation,transferable_Social Perceptiveness,transferable_Systems Analysis,transferable_Systems Evaluation,transferable_Technology Design,transferable_Time Management,transferable_Troubleshooting
51-3023.00,Slaughterers and Meat Packers,0.0,2,69.6,2.2,8.4,3.1960996749729147,False,0.5644637053087758,0.43066088840736727,0.4975622968580715,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,2.62,2.0,3.12,2.0,1.62,0.62,2.12,1.12,2.75,2.12,3.0,1.5,0.88,0.38,1.88,1.12,1.5,2.0,2.5,3.0,0.88,0.88,2.88,3.0,0.0,1.0,2.75,2.62,0.88,2.0,0.0,2.38,2.12,3.0,1.62,2.5,0.0,0.0,1.88,2.0,0.88,1.25,2.12,3.12,1.75,3.0,1.38,1.75,2.38,1.75,1.38,0.46,-0.2,1.81,1.17,0.49,1.76,-0.38,-0.38,-0.02,-0.52,0.87,-0.26,-0.47,-0.22,0.75,0.21,0.95,0.04,-0.46,1.43,-0.63,3.93,4.12,3.12,3.79,3.9,4.28,2.97,1.75,1.88,0.75,0.5,0.0,1.62,1.75,0.5,0.62,1.5,1.12,2.12,0.12,2.0,0.88,0.0,2.0,0.75,1.75,1.75,1.12,1.12,0.0,1.88,1.38
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.0666666666666666,2,20.7,0.6,2.4,17.388949079089926,False,0.29956663055254606,0.29360780065005415,0.2965872156013001,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,3.25,3.12,3.25,2.88,2.0,0.0,2.0,0.88,2.88,2.88,3.0,2.88,2.12,0.75,2.0,1.62,3.0,2.88,3.0,3.0,0.62,2.12,2.88,3.75,0.62,1.0,3.12,3.0,2.12,3.12,0.62,3.12,2.38,2.25,2.0,3.12,1.0,0.5,2.88,2.75,2.0,1.75,2.12,2.5,2.12,2.88,3.12,3.0,1.88,2.88,2.88,0.7,0.26,2.16,1.96,0.37,2.16,-0.2,-0.3,0.11,-0.57,0.7,-0.07,-0.49,-0.01,0.75,0.41,0.63,0.05,-0.34,0.95,-0.57,3.95,4.39,3.54,4.32,2.38,3.41,4.03,2.75,3.0,2.25,2.0,0.62,2.62,2.62,0.25,0.5,2.0,2.12,3.12,1.5,3.62,2.25,0.25,2.88,2.0,2.12,2.12,1.62,1.5,0.5,2.12,2.25
51-3092.00,Food Batchmakers,0.1538461538461538,2,173.5,6.9,24.2,32.231852654387865,False,0.7876489707475623,0.8418201516793066,0.8147345612134345,5,0,0.0,True,Nicht hoch GPT-exponiert,2.38,2.88,3.0,3.0,2.88,2.0,0.0,1.62,0.88,2.75,1.75,2.12,2.62,2.12,0.5,1.88,1.5,2.75,2.88,3.12,2.88,2.12,2.0,2.12,3.25,0.62,2.12,3.12,3.12,2.0,3.12,0.38,3.0,2.0,2.88,1.88,3.0,1.12,1.25,2.75,2.88,1.75,1.38,2.12,2.12,2.12,2.88,2.0,2.25,1.88,3.0,2.75,0.97,0.94,2.41,1.82,0.75,2.59,-0.08,-0.04,0.53,-0.28,1.26,0.39,0.34,0.22,0.88,0.52,0.97,0.18,0.02,1.09,-0.17,3.74,4.55,3.7,4.25,3.91,3.86,4.19,2.62,3.0,1.25,0.88,0.0,2.12,2.38,0.38,0.62,2.12,2.0,2.88,1.75,3.0,2.12,0.12,2.12,0.62,2.12,2.62,1.5,1.5,0.5,2.5,2.0
51-3093.00,Food Cooking Machine Operators and Tenders,0.032258064516129,2,29.7,0.6,4.4,10.075839653304442,False,0.43824485373781147,0.29360780065005415,0.3659263271939328,5,0,0.0,True,Nicht hoch GPT-exponiert,2.75,2.75,2.88,2.88,2.88,2.0,0.12,2.12,0.88,2.5,2.12,2.25,2.25,2.0,0.38,2.0,1.62,2.12,2.75,3.12,2.5,1.88,1.88,2.75,3.25,0.5,2.12,3.0,2.88,1.5,2.75,0.38,3.0,2.0,3.12,1.25,2.75,0.88,0.38,2.25,2.75,2.0,1.62,1.88,2.38,2.12,2.25,2.12,2.25,1.88,2.88,2.5,0.57,0.38,2.02,1.82,0.45,2.14,-0.17,-0.3,0.05,-0.47,0.78,-0.17,-0.54,-0.01,0.64,0.16,0.92,0.06,-0.27,1.16,-0.69,4.4,4.49,4.59,3.69,3.75,3.61,4.14,2.38,2.75,1.12,0.5,0.0,2.12,2.25,0.75,1.0,2.0,1.62,2.88,0.75,3.12,1.62,0.25,2.12,0.38,2.12,2.38,1.38,1.62,0.38,2.25,1.75
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0833333333333333,2,66.0,1.2,6.5,21.180931744312026,False,0.5200433369447454,0.33098591549295775,0.42551462621885155,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,3.25,2.88,3.5,3.0,2.88,0.5,2.62,1.38,3.0,3.0,3.25,2.88,2.0,1.5,2.38,2.0,2.12,2.62,3.0,3.0,1.88,2.0,3.25,3.12,1.5,2.0,3.12,2.75,2.0,3.0,1.75,2.88,3.12,3.5,3.0,3.12,1.38,1.5,2.62,2.5,1.88,2.12,2.62,3.12,2.38,3.12,3.0,3.12,2.38,2.88,2.0,0.97,0.66,2.41,1.99,0.32,2.06,-0.2,-0.27,0.16,-0.3,0.74,0.31,-0.43,-0.04,0.81,0.39,0.57,0.04,-0.37,0.93,-0.3,3.45,3.98,3.71,3.99,3.05,3.37,4.41,2.62,3.0,2.62,2.5,1.62,2.25,2.75,0.75,1.25,1.88,1.5,3.5,1.38,3.62,1.88,0.5,3.38,2.88,1.75,2.38,2.25,2.25,0.88,2.5,2.75
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.0416666666666666,2,8.8,-18.9,0.6,12.459371614301192,False,0.08559046587215602,0.014084507042253521,0.04983748645720477,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,3.0,3.0,3.5,3.0,2.75,0.25,2.12,1.12,2.38,2.38,3.12,2.75,2.12,1.25,2.0,1.5,2.5,3.0,3.0,3.12,1.88,1.75,3.0,3.38,1.25,2.0,3.12,3.0,2.12,3.12,1.12,3.0,2.88,3.12,2.5,3.0,1.25,1.25,2.5,2.25,2.0,1.75,2.0,2.38,2.0,3.0,2.25,3.12,2.12,3.0,2.75,1.14,0.36,2.34,2.03,0.39,2.47,-0.18,-0.08,0.23,-0.24,0.78,0.31,-0.36,-0.13,0.84,0.56,1.03,0.05,-0.25,1.24,-0.55,4.33,4.73,3.8,4.02,3.6,3.54,4.47,2.75,2.62,2.25,1.75,1.0,2.25,2.62,0.38,0.5,2.25,2.12,3.0,1.12,3.0,2.12,0.25,2.88,2.12,2.12,2.38,1.75,1.75,0.88,2.62,2.75
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.0735294117647058,2,22.5,-8.3,1.9,18.905742145178763,False,0.2535211267605634,0.07313109425785481,0.1633261105092091,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,3.38,3.0,3.88,3.0,3.0,0.25,2.62,0.88,2.75,3.0,3.12,3.0,2.25,1.5,2.5,2.0,2.88,2.88,3.0,3.0,2.12,2.12,3.75,3.38,1.38,2.0,3.38,3.38,2.12,3.38,1.88,3.12,3.62,3.88,3.25,3.38,1.62,1.75,2.75,2.5,2.38,2.75,2.75,3.38,2.5,3.12,2.62,3.0,2.88,3.0,2.38,1.14,0.55,2.34,1.96,0.47,2.39,-0.08,-0.12,0.42,-0.34,0.7,0.37,0.25,-0.09,0.86,0.54,0.92,0.06,-0.14,0.95,-0.61,4.37,4.55,3.55,4.39,3.34,3.75,4.36,2.75,3.0,3.0,2.38,2.0,2.88,2.88,0.88,1.25,2.62,1.62,3.88,1.12,4.0,1.75,0.62,3.88,2.88,2.0,2.5,2.75,2.38,0.88,3.0,3.0
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.02,2,174.7,-12.1,14.4,7.258938244853738,False,0.6960996749729144,0.04333694474539545,0.3697183098591549,5,0,0.0,True,Nicht hoch GPT-exponiert,3.25,2.88,2.88,3.75,3.0,3.0,0.0,2.0,1.25,3.0,2.88,3.0,3.0,2.0,1.0,2.0,1.75,2.0,3.0,3.0,3.0,2.0,1.75,3.38,3.62,0.62,2.0,3.0,3.0,2.0,3.0,1.12,3.0,3.0,3.25,2.75,3.0,1.5,1.75,2.75,2.75,2.0,1.62,2.25,3.0,2.38,3.0,2.62,3.0,2.0,3.0,2.38,0.7,0.14,2.44,1.96,0.27,2.25,-0.18,-0.25,0.03,-0.48,0.72,-0.03,-0.56,-0.14,0.73,0.43,0.73,0.05,-0.3,0.95,-0.67,3.12,4.04,2.36,4.37,3.45,4.46,4.14,2.62,2.5,2.88,1.62,0.25,2.25,2.62,0.38,0.38,1.75,1.62,3.62,0.88,3.5,2.0,0.0,3.12,2.62,1.62,2.0,1.62,1.88,0.75,2.75,3.0
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,2,5.3,-19.6,0.4,3.1960996749729147,False,0.05579631635969664,0.013001083423618635,0.034398699891657634,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,2.62,3.0,3.62,3.0,2.88,0.0,1.88,1.5,2.38,2.75,3.62,2.5,2.12,1.0,1.75,1.38,2.88,3.0,3.12,3.12,2.25,2.0,3.0,3.75,1.0,2.5,3.12,2.88,2.0,3.25,1.0,3.12,2.88,3.5,2.5,3.12,1.12,1.38,2.5,2.25,2.0,0.75,2.0,2.88,2.88,2.75,2.88,3.38,1.75,2.88,2.75,1.09,0.2,2.53,1.82,0.39,2.19,-0.17,-0.2,0.26,-0.32,0.78,0.67,-0.41,0.07,0.88,0.54,0.7,0.07,-0.3,0.9,-0.71,4.11,4.39,4.06,4.7,3.24,3.4,4.32,2.62,2.12,2.5,2.12,1.62,2.25,2.88,0.62,0.88,2.12,2.0,3.12,1.38,3.75,2.0,0.5,2.88,2.25,1.88,2.12,2.25,1.88,1.0,2.25,2.88
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.064516129032258,2,70.1,-12.0,5.5,16.738894907908993,False,0.48808234019501623,0.04496208017334778,0.266522210184182,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,3.12,3.0,4.0,2.88,3.12,0.25,2.12,0.88,2.88,3.12,3.0,2.88,2.25,0.75,2.12,2.0,2.62,2.88,3.25,3.12,2.0,2.0,3.12,3.62,0.25,2.38,3.0,2.88,1.75,3.12,0.5,3.12,3.0,3.75,2.5,3.0,1.0,1.0,2.12,2.25,2.25,2.12,1.88,3.12,2.0,3.0,2.38,3.38,2.62,3.0,2.12,1.05,0.19,2.57,1.99,0.13,2.14,-0.23,-0.27,0.33,-0.37,1.03,0.31,-0.4,-0.1,0.79,0.48,0.66,0.04,-0.27,0.86,-0.75,3.47,3.87,3.87,4.62,3.19,3.76,4.31,2.75,2.5,2.5,2.12,0.62,2.12,2.88,0.75,1.12,1.88,1.38,3.62,1.0,3.62,1.62,0.75,3.5,2.5,1.75,2.25,2.25,2.12,0.75,2.25,2.62
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.032258064516129,2,18.9,-13.6,1.5,10.075839653304442,False,0.21451787648970747,0.03358613217768147,0.12405200433369447,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,2.5,2.88,3.12,3.0,2.62,0.38,2.12,1.25,2.75,2.75,3.0,2.75,2.0,0.75,1.88,1.12,2.0,2.88,3.0,3.12,2.25,2.0,3.12,3.12,0.88,2.25,3.0,3.0,2.0,3.0,1.0,3.0,2.88,3.12,2.12,3.0,1.0,0.88,2.25,2.25,1.5,0.88,2.12,3.0,2.0,3.0,2.12,3.0,2.0,3.0,2.0,1.09,0.46,2.53,1.99,0.32,2.33,-0.25,-0.27,0.25,-0.22,0.78,0.56,-0.45,-0.09,0.93,0.58,0.68,0.04,-0.57,0.86,-0.57,3.39,3.72,2.9,3.71,2.35,3.45,3.26,2.75,2.62,2.75,2.12,1.0,2.0,2.25,0.88,1.0,1.88,1.0,3.0,0.88,3.0,1.25,1.0,3.25,2.25,1.62,2.0,2.0,2.0,0.75,2.25,2.75
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0689655172413793,2,13.8,-14.4,1.1,17.822318526543878,False,0.1635969664138678,0.030335861321776816,0.09696641386782232,5,0,0.0,True,Nicht hoch GPT-exponiert,3.5,3.12,2.88,3.5,3.0,2.12,0.0,2.12,1.38,2.75,2.75,3.12,2.75,2.12,0.38,1.88,1.25,2.25,3.0,3.0,3.25,2.38,2.0,3.12,3.12,0.75,2.25,3.25,3.0,2.0,2.88,1.12,3.0,2.62,3.25,2.25,3.12,0.88,0.88,2.75,2.75,1.88,0.88,2.25,2.88,2.12,3.0,2.0,3.12,2.25,3.0,2.38,1.12,0.28,2.67,1.96,0.32,2.19,-0.26,-0.27,0.14,-0.22,0.76,0.49,-0.56,-0.13,0.73,0.5,0.55,0.04,-0.41,0.84,-0.73,3.49,4.26,3.49,4.63,3.28,3.7,4.1,2.38,2.5,2.38,2.12,0.88,2.0,2.38,0.5,0.62,2.0,1.38,3.25,1.25,3.88,1.62,0.5,3.0,2.38,1.75,2.0,2.12,1.88,0.75,2.38,2.75
51-4041.00,Machinists,0.1326530612244897,3,299.5,0.0,29.5,28.76489707475623,False,0.8120260021668473,0.2681473456121343,0.5400866738894908,5,0,0.0,True,Nicht hoch GPT-exponiert,3.38,3.12,3.12,3.75,3.25,2.62,0.62,2.25,1.25,3.0,2.88,3.62,3.0,2.88,0.75,2.0,1.88,2.75,3.0,3.0,3.12,2.88,2.12,3.12,3.5,0.5,2.88,3.12,3.0,2.88,3.0,1.0,3.12,3.12,3.12,2.62,3.25,1.0,1.75,2.88,3.0,2.62,2.0,2.12,2.62,2.62,3.0,2.5,3.88,2.62,3.0,2.88,1.71,0.78,2.88,2.17,0.66,2.65,-0.1,-0.1,0.67,1.1,1.34,0.89,-0.38,0.24,1.58,0.99,0.82,0.32,-0.05,1.07,-0.44,3.77,4.52,4.15,4.61,3.26,4.02,4.22,3.0,3.0,2.88,2.62,2.38,2.75,2.75,0.75,1.0,2.0,2.12,3.38,1.88,3.25,2.12,1.12,3.0,2.75,2.12,2.75,2.12,2.25,1.88,2.62,2.88
51-4051.00,Metal-Refining Furnace Operators and Tenders,0.0416666666666666,2,20.8,-2.3,2.0,12.459371614301192,False,0.2638136511375948,0.18255687973997833,0.22318526543878658,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,3.25,2.88,4.0,2.88,3.0,0.62,2.62,1.38,3.12,2.88,3.0,2.88,2.0,2.88,2.5,2.0,3.0,2.88,3.0,3.25,2.0,2.0,3.62,3.12,1.88,2.38,3.0,3.0,2.0,3.12,1.88,3.0,2.88,3.25,2.75,3.25,2.0,1.75,2.38,2.38,2.12,1.75,2.88,3.12,2.75,3.25,2.88,3.0,2.12,2.88,2.25,1.01,0.48,2.16,2.5,0.47,2.56,-0.2,-0.1,0.23,-0.64,1.06,0.29,-0.24,-0.09,1.12,0.6,1.03,0.02,-0.43,1.61,-0.36,3.48,4.02,3.85,4.08,2.71,4.01,3.39,2.88,2.25,2.88,2.0,0.0,2.12,2.75,0.88,1.75,2.38,2.0,3.75,0.75,3.88,2.25,0.0,3.12,2.25,2.12,2.38,2.12,2.12,0.25,2.88,2.75
51-4052.00,"Pourers and Casters, Metal",0.0,2,5.9,-4.7,0.6,3.1960996749729147,False,0.08559046587215602,0.12838569880823403,0.10698808234019502,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,2.5,3.0,3.0,2.88,2.5,0.0,2.0,1.38,2.75,2.88,2.88,2.88,1.88,2.0,2.0,1.88,2.25,2.75,2.88,3.0,1.5,2.0,3.0,3.62,1.62,1.75,3.0,2.88,1.88,3.12,1.75,3.0,2.62,3.25,2.12,3.0,1.62,1.75,2.62,2.75,1.88,1.25,2.12,3.12,2.75,3.0,3.0,2.62,2.0,2.38,2.0,0.77,0.01,1.86,2.43,0.55,2.3,-0.2,-0.36,-0.17,-0.71,0.8,-0.16,-0.63,-0.17,0.88,0.58,1.4,0.05,-0.57,1.46,-0.71,3.44,4.41,3.21,3.51,2.98,3.62,3.48,2.12,2.75,2.62,1.62,0.0,2.0,3.0,0.75,1.12,1.75,1.88,3.0,0.88,3.12,2.0,0.25,2.75,2.0,1.88,2.12,1.38,1.5,0.38,2.38,2.5
51-4061.00,"Model Makers, Metal and Plastic",0.0967741935483871,3,3.2,-18.2,0.3,23.8353196099675,False,0.03791982665222102,0.015167930660888408,0.026543878656554713,5,0,0.0,True,Nicht hoch GPT-exponiert,3.5,3.0,2.88,3.75,3.0,2.62,0.25,2.12,1.5,2.25,3.0,3.5,2.88,2.5,0.75,2.0,1.38,2.38,2.88,3.38,3.38,2.5,2.0,3.25,4.0,0.62,2.25,3.75,3.25,2.88,2.75,0.75,3.12,3.0,3.88,3.0,3.0,1.0,1.25,2.38,2.62,2.0,1.0,2.0,3.0,2.62,3.0,2.62,3.88,2.62,3.12,2.62,1.6,0.83,2.67,1.96,0.35,2.19,-0.17,-0.2,0.74,0.79,0.8,1.17,-0.34,-0.02,1.58,0.92,0.61,0.1,0.0,0.95,-0.07,3.31,4.61,3.9,4.78,2.77,3.29,4.24,2.62,2.5,2.62,3.0,0.12,1.62,2.75,0.88,1.12,1.38,1.12,3.5,2.38,3.38,1.5,1.25,3.38,2.88,0.62,2.25,1.38,1.62,1.88,3.0,3.25
51-4062.00,"Patternmakers, Metal and Plastic",0.1304347826086956,3,1.6,-24.4,0.1,28.602383531960996,False,0.011375947995666305,0.007583965330444204,0.009479956663055254,5,0,0.0,True,Nicht hoch GPT-exponiert,3.25,2.62,3.12,3.25,3.0,2.62,0.38,1.5,1.12,2.38,3.0,3.12,2.62,2.62,1.25,1.62,1.12,2.5,2.88,3.12,3.12,2.12,1.75,3.12,3.62,0.88,2.25,3.0,3.0,2.5,2.88,0.75,3.12,2.62,2.88,2.12,3.25,0.75,0.88,2.88,3.0,1.88,1.12,1.75,2.12,2.62,2.5,2.88,3.38,2.0,3.0,2.88,1.3,0.08,2.67,1.96,0.25,2.14,-0.17,-0.14,0.28,0.44,0.82,0.6,-0.54,-0.11,1.12,0.67,0.55,0.04,-0.34,0.68,-0.69,4.48,5.0,3.79,4.13,3.56,3.37,4.51,2.75,2.62,2.12,1.88,0.5,2.25,2.5,0.25,0.38,1.75,1.75,3.0,2.38,3.12,1.75,1.25,3.25,1.88,1.75,2.5,2.0,2.12,1.75,2.5,2.0
51-4071.00,Foundry Mold and Coremakers,0.0,2,12.7,-25.9,0.9,3.1960996749729147,False,0.13488624052004333,0.005958829902491874,0.07042253521126761,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,2.75,2.75,3.0,2.12,2.75,0.75,2.88,1.62,2.88,2.75,3.0,2.12,1.5,1.25,2.38,1.62,2.12,2.12,2.75,3.62,1.25,1.25,3.0,3.0,0.5,1.88,2.88,2.38,1.38,2.12,1.12,2.75,2.62,3.25,1.88,2.88,0.75,1.0,2.12,2.25,2.0,1.25,2.75,3.5,2.12,3.12,2.0,3.0,1.38,2.0,2.0,0.43,-0.21,2.19,1.5,0.32,2.14,-0.21,-0.32,-0.08,-0.59,0.3,-0.16,-0.38,-0.17,0.81,0.24,0.55,0.03,-0.32,0.95,-0.63,4.31,4.27,3.99,4.18,3.41,4.03,4.2,2.12,2.5,1.38,1.5,0.0,2.0,2.25,0.75,0.75,1.88,1.5,2.38,0.75,2.38,1.5,0.0,2.12,1.25,1.62,2.12,1.12,1.0,0.38,2.5,2.0
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.0348837209302325,2,154.6,-3.8,15.9,10.400866738894909,False,0.7166847237269772,0.14355362946912242,0.4301191765980498,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,3.25,3.0,3.12,2.88,2.75,0.38,2.88,1.75,2.75,2.88,3.12,2.88,2.25,2.0,2.75,2.25,2.62,2.62,3.12,3.0,2.12,2.0,3.0,3.25,0.62,2.12,3.12,3.0,2.25,3.12,0.62,3.0,3.0,3.12,2.0,3.0,1.0,1.0,2.75,2.88,2.12,1.5,2.5,3.38,2.38,3.0,2.62,3.0,2.38,3.0,2.12,0.91,0.59,2.37,1.86,0.41,2.19,-0.18,-0.18,0.23,-0.45,0.74,0.1,-0.54,-0.07,0.81,0.43,0.61,0.04,-0.21,1.04,-0.65,3.93,4.63,3.94,4.14,3.73,3.46,3.96,2.25,2.0,2.75,2.0,1.12,2.12,2.25,0.62,0.5,2.12,2.0,3.75,1.62,3.88,2.0,0.5,3.12,2.62,1.62,2.12,1.12,1.75,0.5,2.38,2.75
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.141025641025641,2,131.0,-0.5,12.8,30.498374864572046,False,0.6511375947995667,0.24810400866738894,0.4496208017334778,5,0,0.0,True,Nicht hoch GPT-exponiert,3.25,3.0,3.12,4.0,3.0,2.12,0.0,1.88,0.75,3.0,3.25,3.12,2.88,2.38,1.25,2.0,1.88,3.0,3.0,3.12,3.38,2.0,2.12,3.0,3.5,0.88,2.0,3.62,3.38,2.12,3.0,1.25,3.12,3.0,3.25,2.0,3.5,1.12,1.25,3.0,3.0,2.0,1.12,2.0,3.0,3.0,2.75,2.88,3.88,2.12,3.0,2.88,1.18,0.83,2.57,1.96,0.55,2.47,-0.12,-0.14,0.59,0.09,0.96,0.81,-0.19,0.2,1.12,0.82,0.97,0.09,-0.37,0.97,-0.42,3.97,4.86,3.9,4.69,3.07,2.89,4.46,3.0,2.88,3.12,2.38,1.75,2.88,3.0,1.0,1.0,2.0,2.12,3.12,1.88,4.0,2.38,1.12,3.5,3.0,2.12,2.38,2.25,2.12,1.25,2.88,3.0
51-4111.00,Tool and Die Makers,0.109375,3,55.2,-10.8,4.7,25.081256771397616,False,0.447453954496208,0.05471289274106175,0.2510834236186349,5,0,0.0,True,Nicht hoch GPT-exponiert,3.25,2.12,4.0,3.88,3.12,2.75,0.5,2.0,0.62,2.25,2.88,3.38,2.5,2.75,1.38,1.75,1.25,2.0,3.0,3.75,3.12,2.62,2.0,3.25,3.75,0.62,2.38,3.88,3.5,2.62,2.88,0.75,3.0,2.38,3.12,2.62,3.25,0.88,1.0,2.88,2.88,2.0,1.75,2.0,2.88,2.0,3.0,2.12,3.88,2.12,3.38,3.0,1.74,0.69,3.0,2.21,0.35,2.62,-0.2,-0.08,0.74,1.28,1.13,1.17,-0.21,-0.07,1.64,0.89,0.85,0.09,-0.09,1.0,-0.27,4.2,4.67,4.76,4.8,2.66,2.9,4.29,3.0,2.88,2.88,3.0,0.75,2.12,3.0,0.38,0.62,1.62,1.25,3.12,3.12,3.0,1.62,0.62,3.75,2.88,1.0,2.0,2.5,2.38,2.88,2.88,2.88
51-4121.00,"Welders, Cutters, Solderers, and Brazers",0.0392156862745098,2,457.3,2.2,45.6,11.43011917659805,False,0.8699891657638137,0.43066088840736727,0.6503250270855905,5,0,0.0,True,Nicht hoch GPT-exponiert,3.5,2.38,3.0,3.25,3.0,2.88,1.0,2.0,1.88,2.75,2.88,3.12,2.75,2.12,2.25,1.62,1.75,2.38,2.88,2.5,2.88,1.75,1.5,2.75,3.5,1.25,1.5,3.12,2.75,2.12,2.62,1.62,3.12,2.5,2.75,2.5,2.88,1.62,1.75,2.0,2.12,2.25,0.5,2.0,2.88,2.5,2.88,2.5,3.38,1.62,2.38,1.5,0.97,0.44,2.28,2.03,0.35,2.33,-0.14,-0.2,0.33,0.33,0.96,0.49,-0.36,-0.01,1.34,0.8,0.87,0.09,-0.27,1.22,-0.63,3.79,4.35,3.31,4.36,3.31,3.46,4.51,2.5,1.88,1.25,2.0,1.0,2.12,2.62,0.88,0.88,1.62,1.38,2.5,1.12,2.5,1.5,0.0,3.0,1.25,1.5,2.12,1.75,1.5,0.75,2.25,2.12
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.0568181818181818,2,38.9,-9.0,3.2,15.059588299024917,False,0.36836403033586135,0.06663055254604551,0.21749729144095342,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,2.88,3.0,3.25,3.0,2.62,0.5,2.0,1.25,3.0,3.0,3.0,2.88,2.0,2.0,1.88,1.38,2.25,3.0,3.0,3.12,1.38,1.5,3.0,3.25,1.0,1.38,3.0,3.12,1.88,3.0,1.12,3.0,3.0,3.0,2.25,3.0,0.75,1.0,2.62,2.88,2.0,0.62,2.0,3.0,2.12,3.0,2.12,3.25,1.88,2.88,2.12,0.97,0.46,2.34,1.93,0.45,2.33,-0.16,-0.14,0.38,0.35,1.03,0.37,-0.3,0.06,0.97,0.58,0.75,0.08,-0.14,1.02,-0.48,3.71,4.69,3.47,4.38,2.6,4.22,4.28,2.88,2.62,2.38,2.12,0.12,2.12,2.75,0.75,1.0,1.88,1.88,3.0,1.12,3.12,1.88,0.12,2.5,2.25,1.75,2.38,1.5,2.12,0.62,2.5,2.25
